Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Mon Jan 2 2023,3:00p,Phoenix Suns,,New York Knicks,,,,,Madison Square Garden (IV),
Mon Jan 2 2023,7:00p,Los Angeles Lakers,,Charlotte Hornets,,,,,Spectrum Center,
Mon Jan 2 2023,7:00p,Chicago Bulls,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Mon Jan 2 2023,7:00p,Toronto Raptors,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Mon Jan 2 2023,7:00p,New Orleans Pelicans,,Philadelphia 76ers,,,,,Wells Fargo Center,
Mon Jan 2 2023,7:30p,San Antonio Spurs,,Brooklyn Nets,,,,,Barclays Center,
Mon Jan 2 2023,8:00p,Dallas Mavericks,,Houston Rockets,,,,,Toyota Center,
Mon Jan 2 2023,8:00p,Denver Nuggets,,Minnesota Timberwolves,,,,,Target Center,
Mon Jan 2 2023,10:00p,Atlanta Hawks,,Golden State Warriors,,,,,Chase Center,
Mon Jan 2 2023,10:00p,Detroit Pistons,,Portland Trail Blazers,,,,,Moda Center,
Mon Jan 2 2023,10:30p,Miami Heat,,Los Angeles Clippers,,,,,Crypto.com Arena,
Tue Jan 3 2023,8:00p,Washington Wizards,,Milwaukee Bucks,,,,,Fiserv Forum,
Tue Jan 3 2023,8:00p,Boston Celtics,,Oklahoma City Thunder,,,,,Paycom Center,
Tue Jan 3 2023,9:00p,Sacramento Kings,,Utah Jazz,,,,,Vivint Arena,
Wed Jan 4 2023,7:00p,Memphis Grizzlies,,Charlotte Hornets,,,,,Spectrum Center,
Wed Jan 4 2023,7:00p,Phoenix Suns,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Wed Jan 4 2023,7:00p,Oklahoma City Thunder,,Orlando Magic,,,,,Amway Center,
Wed Jan 4 2023,7:00p,Indiana Pacers,,Philadelphia 76ers,,,,,Wells Fargo Center,
Wed Jan 4 2023,7:30p,San Antonio Spurs,,New York Knicks,,,,,Madison Square Garden (IV),
Wed Jan 4 2023,7:30p,Milwaukee Bucks,,Toronto Raptors,,,,,Scotiabank Arena,
Wed Jan 4 2023,8:00p,Brooklyn Nets,,Chicago Bulls,,,,,United Center,
Wed Jan 4 2023,8:00p,Portland Trail Blazers,,Minnesota Timberwolves,,,,,Target Center,
Wed Jan 4 2023,8:00p,Houston Rockets,,New Orleans Pelicans,,,,,Smoothie King Center,
Wed Jan 4 2023,10:00p,Detroit Pistons,,Golden State Warriors,,,,,Chase Center,
Wed Jan 4 2023,10:00p,Miami Heat,,Los Angeles Lakers,,,,,Crypto.com Arena,
Wed Jan 4 2023,10:00p,Atlanta Hawks,,Sacramento Kings,,,,,Golden 1 Center,
Thu Jan 5 2023,7:00p,Memphis Grizzlies,,Orlando Magic,,,,,Amway Center,
Thu Jan 5 2023,7:30p,Boston Celtics,,Dallas Mavericks,,,,,American Airlines Center,
Thu Jan 5 2023,8:00p,Utah Jazz,,Houston Rockets,,,,,Toyota Center,
Thu Jan 5 2023,10:00p,Los Angeles Clippers,,Denver Nuggets,,,,,Ball Arena,
Fri Jan 6 2023,7:00p,Portland Trail Blazers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Fri Jan 6 2023,7:30p,Chicago Bulls,,Philadelphia 76ers,,,,,Wells Fargo Center,
Fri Jan 6 2023,7:30p,New York Knicks,,Toronto Raptors,,,,,Scotiabank Arena,
Fri Jan 6 2023,8:00p,Charlotte Hornets,,Milwaukee Bucks,,,,,Fiserv Forum,
Fri Jan 6 2023,8:00p,Washington Wizards,,Oklahoma City Thunder,,,,,Paycom Center,
Fri Jan 6 2023,8:00p,Detroit Pistons,,San Antonio Spurs,,,,,AT&T Center,
Fri Jan 6 2023,8:30p,Brooklyn Nets,,New Orleans Pelicans,,,,,Smoothie King Center,
Fri Jan 6 2023,9:00p,Cleveland Cavaliers,,Denver Nuggets,,,,,Ball Arena,
Fri Jan 6 2023,9:00p,Los Angeles Clippers,,Minnesota Timberwolves,,,,,Target Center,
Fri Jan 6 2023,10:00p,Miami Heat,,Phoenix Suns,,,,,Footprint Center,
Fri Jan 6 2023,10:30p,Atlanta Hawks,,Los Angeles Lakers,,,,,Crypto.com Arena,
Sat Jan 7 2023,6:00p,Boston Celtics,,San Antonio Spurs,,,,,AT&T Center,
Sat Jan 7 2023,8:00p,Utah Jazz,,Chicago Bulls,,,,,United Center,
Sat Jan 7 2023,8:00p,New Orleans Pelicans,,Dallas Mavericks,,,,,American Airlines Center,
Sat Jan 7 2023,8:30p,Orlando Magic,,Golden State Warriors,,,,,Chase Center,
Sat Jan 7 2023,10:00p,Los Angeles Lakers,,Sacramento Kings,,,,,Golden 1 Center,
Sun Jan 8 2023,3:00p,Philadelphia 76ers,,Detroit Pistons,,,,,Little Caesars Arena,
Sun Jan 8 2023,3:30p,Portland Trail Blazers,,Toronto Raptors,,,,,Scotiabank Arena,
Sun Jan 8 2023,5:00p,Charlotte Hornets,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Sun Jan 8 2023,6:00p,Utah Jazz,,Memphis Grizzlies,,,,,FedEx Forum,
Sun Jan 8 2023,6:00p,Brooklyn Nets,,Miami Heat,,,,,FTX Arena,
Sun Jan 8 2023,7:00p,Minnesota Timberwolves,,Houston Rockets,,,,,Toyota Center,
Sun Jan 8 2023,7:00p,Dallas Mavericks,,Oklahoma City Thunder,,,,,Paycom Center,
Sun Jan 8 2023,8:00p,Cleveland Cavaliers,,Phoenix Suns,,,,,Footprint Center,
Sun Jan 8 2023,9:00p,Atlanta Hawks,,Los Angeles Clippers,,,,,Crypto.com Arena,
Mon Jan 9 2023,7:00p,New Orleans Pelicans,,Washington Wizards,,,,,Capital One Arena,
Mon Jan 9 2023,7:30p,Chicago Bulls,,Boston Celtics,,,,,TD Garden,
Mon Jan 9 2023,7:30p,Milwaukee Bucks,,New York Knicks,,,,,Madison Square Garden (IV),
Mon Jan 9 2023,8:00p,San Antonio Spurs,,Memphis Grizzlies,,,,,FedEx Forum,
Mon Jan 9 2023,9:00p,Los Angeles Lakers,,Denver Nuggets,,,,,Ball Arena,
Mon Jan 9 2023,10:00p,Orlando Magic,,Sacramento Kings,,,,,Golden 1 Center,
Tue Jan 10 2023,7:30p,Oklahoma City Thunder,,Miami Heat,,,,,FTX Arena,
Tue Jan 10 2023,7:30p,Detroit Pistons,,Philadelphia 76ers,,,,,Wells Fargo Center,
Tue Jan 10 2023,7:30p,Charlotte Hornets,,Toronto Raptors,,,,,Scotiabank Arena,
Tue Jan 10 2023,9:00p,Cleveland Cavaliers,,Utah Jazz,,,,,Vivint Arena,
Tue Jan 10 2023,10:00p,Phoenix Suns,,Golden State Warriors,,,,,Chase Center,
Tue Jan 10 2023,10:00p,Orlando Magic,,Portland Trail Blazers,,,,,Moda Center,
Tue Jan 10 2023,10:30p,Dallas Mavericks,,Los Angeles Clippers,,,,,Crypto.com Arena,
Wed Jan 11 2023,7:00p,Minnesota Timberwolves,,Detroit Pistons,,,,,Little Caesars Arena,
Wed Jan 11 2023,7:00p,Chicago Bulls,,Washington Wizards,,,,,Capital One Arena,
Wed Jan 11 2023,7:30p,Milwaukee Bucks,,Atlanta Hawks,,,,,State Farm Arena,
Wed Jan 11 2023,7:30p,New Orleans Pelicans,,Boston Celtics,,,,,TD Garden,
Wed Jan 11 2023,7:30p,Indiana Pacers,,New York Knicks,,,,,Madison Square Garden (IV),
Wed Jan 11 2023,8:00p,San Antonio Spurs,,Memphis Grizzlies,,,,,FedEx Forum,
Wed Jan 11 2023,9:00p,Phoenix Suns,,Denver Nuggets,,,,,Ball Arena,
Wed Jan 11 2023,10:00p,Houston Rockets,,Sacramento Kings,,,,,Golden 1 Center,
Thu Jan 12 2023,7:00p,Oklahoma City Thunder,,Philadelphia 76ers,,,,,Wells Fargo Center,
Thu Jan 12 2023,7:30p,Boston Celtics,,Brooklyn Nets,,,,,Barclays Center,
Thu Jan 12 2023,7:30p,Milwaukee Bucks,,Miami Heat,,,,,FTX Arena,
Thu Jan 12 2023,7:30p,Charlotte Hornets,,Toronto Raptors,,,,,Scotiabank Arena,
Thu Jan 12 2023,10:00p,Dallas Mavericks,,Los Angeles Lakers,,,,,Crypto.com Arena,
Thu Jan 12 2023,10:00p,Cleveland Cavaliers,,Portland Trail Blazers,,,,,Moda Center,
Fri Jan 13 2023,7:00p,New Orleans Pelicans,,Detroit Pistons,,,,,Little Caesars Arena,
Fri Jan 13 2023,7:00p,Atlanta Hawks,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Fri Jan 13 2023,7:00p,New York Knicks,,Washington Wizards,,,,,Capital One Arena,
Fri Jan 13 2023,7:30p,Golden State Warriors,,San Antonio Spurs,,,,,AT&T Center,
Fri Jan 13 2023,8:00p,Oklahoma City Thunder,,Chicago Bulls,,,,,United Center,
Fri Jan 13 2023,8:00p,Phoenix Suns,,Minnesota Timberwolves,,,,,Target Center,
Fri Jan 13 2023,9:00p,Orlando Magic,,Utah Jazz,,,,,Vivint Arena,
Fri Jan 13 2023,10:00p,Denver Nuggets,,Los Angeles Clippers,,,,,Crypto.com Arena,
Fri Jan 13 2023,10:00p,Houston Rockets,,Sacramento Kings,,,,,Golden 1 Center,
Sat Jan 14 2023,1:00p,Milwaukee Bucks,,Miami Heat,,,,,FTX Arena,
Sat Jan 14 2023,7:00p,Boston Celtics,,Charlotte Hornets,,,,,Spectrum Center,
Sat Jan 14 2023,7:00p,Memphis Grizzlies,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Sat Jan 14 2023,7:30p,Atlanta Hawks,,Toronto Raptors,,,,,Scotiabank Arena,
Sat Jan 14 2023,8:00p,Cleveland Cavaliers,,Minnesota Timberwolves,,,,,Target Center,
Sat Jan 14 2023,9:00p,Philadelphia 76ers,,Utah Jazz,,,,,Vivint Arena,
Sat Jan 14 2023,10:00p,Dallas Mavericks,,Portland Trail Blazers,,,,,Moda Center,
Sun Jan 15 2023,1:00p,New York Knicks,,Detroit Pistons,,,,,Little Caesars Arena,
Sun Jan 15 2023,3:00p,Houston Rockets,,Los Angeles Clippers,,,,,Crypto.com Arena,
Sun Jan 15 2023,3:30p,Golden State Warriors,,Chicago Bulls,,,,,United Center,
Sun Jan 15 2023,6:00p,Oklahoma City Thunder,,Brooklyn Nets,,,,,Barclays Center,
Sun Jan 15 2023,7:00p,Sacramento Kings,,San Antonio Spurs,,,,,AT&T Center,
Sun Jan 15 2023,8:00p,Orlando Magic,,Denver Nuggets,,,,,Ball Arena,
Sun Jan 15 2023,9:00p,Dallas Mavericks,,Portland Trail Blazers,,,,,Moda Center,
Sun Jan 15 2023,9:30p,Philadelphia 76ers,,Los Angeles Lakers,,,,,Crypto.com Arena,
Mon Jan 16 2023,1:00p,Boston Celtics,,Charlotte Hornets,,,,,Spectrum Center,
Mon Jan 16 2023,2:30p,Indiana Pacers,,Milwaukee Bucks,,,,,Fiserv Forum,
Mon Jan 16 2023,3:00p,New Orleans Pelicans,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Mon Jan 16 2023,3:00p,Toronto Raptors,,New York Knicks,,,,,Madison Square Garden (IV),
Mon Jan 16 2023,3:00p,Golden State Warriors,,Washington Wizards,,,,,Capital One Arena,
Mon Jan 16 2023,3:30p,Miami Heat,,Atlanta Hawks,,,,,State Farm Arena,
Mon Jan 16 2023,4:00p,Utah Jazz,,Minnesota Timberwolves,,,,,Target Center,
Mon Jan 16 2023,6:00p,Phoenix Suns,,Memphis Grizzlies,,,,,FedEx Forum,
Mon Jan 16 2023,10:30p,Houston Rockets,,Los Angeles Lakers,,,,,Crypto.com Arena,
Tue Jan 17 2023,7:30p,Toronto Raptors,,Milwaukee Bucks,,,,,Fiserv Forum,
Tue Jan 17 2023,8:00p,Brooklyn Nets,,San Antonio Spurs,,,,,AT&T Center,
Tue Jan 17 2023,9:00p,Portland Trail Blazers,,Denver Nuggets,,,,,Ball Arena,
Tue Jan 17 2023,10:00p,Philadelphia 76ers,,Los Angeles Clippers,,,,,Crypto.com Arena,
Wed Jan 18 2023,7:30p,Atlanta Hawks,,Dallas Mavericks,,,,,American Airlines Center,
Wed Jan 18 2023,7:30p,Washington Wizards,,New York Knicks,,,,,Madison Square Garden (IV),
Wed Jan 18 2023,8:00p,Charlotte Hornets,,Houston Rockets,,,,,Toyota Center,
Wed Jan 18 2023,8:00p,Cleveland Cavaliers,,Memphis Grizzlies,,,,,FedEx Forum,
Wed Jan 18 2023,8:00p,Miami Heat,,New Orleans Pelicans,,,,,Smoothie King Center,
Wed Jan 18 2023,8:00p,Indiana Pacers,,Oklahoma City Thunder,,,,,Paycom Center,
Wed Jan 18 2023,9:00p,Los Angeles Clippers,,Utah Jazz,,,,,Vivint Arena,
Wed Jan 18 2023,10:00p,Minnesota Timberwolves,,Denver Nuggets,,,,,Ball Arena,
Wed Jan 18 2023,10:30p,Sacramento Kings,,Los Angeles Lakers,,,,,Crypto.com Arena,
Thu Jan 19 2023,3:00p,Chicago Bulls,,Detroit Pistons,,,,,AccorHotels Arena,
Thu Jan 19 2023,7:30p,Golden State Warriors,,Boston Celtics,,,,,TD Garden,
Thu Jan 19 2023,8:00p,Toronto Raptors,,Minnesota Timberwolves,,,,,Target Center,
Thu Jan 19 2023,10:00p,Brooklyn Nets,,Phoenix Suns,,,,,Footprint Center,
Thu Jan 19 2023,10:00p,Philadelphia 76ers,,Portland Trail Blazers,,,,,Moda Center,
Fri Jan 20 2023,7:00p,New Orleans Pelicans,,Orlando Magic,,,,,Amway Center,
Fri Jan 20 2023,7:30p,New York Knicks,,Atlanta Hawks,,,,,State Farm Arena,
Fri Jan 20 2023,7:30p,Golden State Warriors,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Fri Jan 20 2023,7:30p,Miami Heat,,Dallas Mavericks,,,,,American Airlines Center,
Fri Jan 20 2023,8:00p,Los Angeles Clippers,,San Antonio Spurs,,,,,AT&T Center,
Fri Jan 20 2023,9:00p,Indiana Pacers,,Denver Nuggets,,,,,Ball Arena,
Fri Jan 20 2023,9:00p,Brooklyn Nets,,Utah Jazz,,,,,Vivint Arena,
Fri Jan 20 2023,10:00p,Memphis Grizzlies,,Los Angeles Lakers,,,,,Crypto.com Arena,
Fri Jan 20 2023,10:00p,Oklahoma City Thunder,,Sacramento Kings,,,,,Golden 1 Center,
Sat Jan 21 2023,5:00p,Boston Celtics,,Toronto Raptors,,,,,Scotiabank Arena,
Sat Jan 21 2023,7:00p,Orlando Magic,,Washington Wizards,,,,,Capital One Arena,
Sat Jan 21 2023,7:30p,Charlotte Hornets,,Atlanta Hawks,,,,,State Farm Arena,
Sat Jan 21 2023,7:30p,Milwaukee Bucks,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Sat Jan 21 2023,8:00p,Houston Rockets,,Minnesota Timberwolves,,,,,Target Center,
Sat Jan 21 2023,9:00p,Indiana Pacers,,Phoenix Suns,,,,,Footprint Center,
Sat Jan 21 2023,10:00p,Philadelphia 76ers,,Sacramento Kings,,,,,Golden 1 Center,
Sun Jan 22 2023,3:30p,New Orleans Pelicans,,Miami Heat,,,,,FTX Arena,
Sun Jan 22 2023,6:00p,New York Knicks,,Toronto Raptors,,,,,Scotiabank Arena,
Sun Jan 22 2023,7:30p,Los Angeles Clippers,,Dallas Mavericks,,,,,American Airlines Center,
Sun Jan 22 2023,8:00p,Oklahoma City Thunder,,Denver Nuggets,,,,,Ball Arena,
Sun Jan 22 2023,8:00p,Memphis Grizzlies,,Phoenix Suns,,,,,Footprint Center,
Sun Jan 22 2023,8:30p,Brooklyn Nets,,Golden State Warriors,,,,,Chase Center,
Sun Jan 22 2023,9:00p,Los Angeles Lakers,,Portland Trail Blazers,,,,,Moda Center,
Mon Jan 23 2023,7:00p,Milwaukee Bucks,,Detroit Pistons,,,,,Little Caesars Arena,
Mon Jan 23 2023,7:00p,Boston Celtics,,Orlando Magic,,,,,Amway Center,
Mon Jan 23 2023,8:00p,Atlanta Hawks,,Chicago Bulls,,,,,United Center,
Mon Jan 23 2023,8:00p,Minnesota Timberwolves,,Houston Rockets,,,,,Toyota Center,
Mon Jan 23 2023,9:00p,Charlotte Hornets,,Utah Jazz,,,,,Vivint Arena,
Mon Jan 23 2023,10:00p,San Antonio Spurs,,Portland Trail Blazers,,,,,Moda Center,
Mon Jan 23 2023,10:30p,Memphis Grizzlies,,Sacramento Kings,,,,,Golden 1 Center,
Tue Jan 24 2023,7:00p,Chicago Bulls,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Tue Jan 24 2023,7:30p,Boston Celtics,,Miami Heat,,,,,FTX Arena,
Tue Jan 24 2023,7:30p,Cleveland Cavaliers,,New York Knicks,,,,,Madison Square Garden (IV),
Tue Jan 24 2023,8:00p,Denver Nuggets,,New Orleans Pelicans,,,,,Smoothie King Center,
Tue Jan 24 2023,8:30p,Washington Wizards,,Dallas Mavericks,,,,,American Airlines Center,
Tue Jan 24 2023,9:00p,Charlotte Hornets,,Phoenix Suns,,,,,Footprint Center,
Tue Jan 24 2023,10:00p,Los Angeles Clippers,,Los Angeles Lakers,,,,,Crypto.com Arena,
Wed Jan 25 2023,7:00p,Indiana Pacers,,Orlando Magic,,,,,Amway Center,
Wed Jan 25 2023,7:30p,Brooklyn Nets,,Philadelphia 76ers,,,,,Wells Fargo Center,
Wed Jan 25 2023,8:00p,Washington Wizards,,Houston Rockets,,,,,Toyota Center,
Wed Jan 25 2023,8:00p,Denver Nuggets,,Milwaukee Bucks,,,,,Fiserv Forum,
Wed Jan 25 2023,8:00p,Minnesota Timberwolves,,New Orleans Pelicans,,,,,Smoothie King Center,
Wed Jan 25 2023,8:00p,Atlanta Hawks,,Oklahoma City Thunder,,,,,Paycom Center,
Wed Jan 25 2023,10:00p,Memphis Grizzlies,,Golden State Warriors,,,,,Chase Center,
Wed Jan 25 2023,10:00p,Utah Jazz,,Portland Trail Blazers,,,,,Moda Center,
Wed Jan 25 2023,10:00p,Toronto Raptors,,Sacramento Kings,,,,,Golden 1 Center,
Wed Jan 25 2023,10:30p,San Antonio Spurs,,Los Angeles Lakers,,,,,Crypto.com Arena,
Thu Jan 26 2023,7:30p,New York Knicks,,Boston Celtics,,,,,TD Garden,
Thu Jan 26 2023,7:30p,Detroit Pistons,,Brooklyn Nets,,,,,Barclays Center,
Thu Jan 26 2023,7:30p,Chicago Bulls,,Charlotte Hornets,,,,,Spectrum Center,
Thu Jan 26 2023,8:00p,Cleveland Cavaliers,,Houston Rockets,,,,,Toyota Center,
Thu Jan 26 2023,10:00p,Dallas Mavericks,,Phoenix Suns,,,,,Footprint Center,
Thu Jan 26 2023,10:30p,San Antonio Spurs,,Los Angeles Clippers,,,,,Crypto.com Arena,
Fri Jan 27 2023,7:00p,Milwaukee Bucks,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Fri Jan 27 2023,7:30p,Memphis Grizzlies,,Minnesota Timberwolves,,,,,Target Center,
Fri Jan 27 2023,8:00p,Orlando Magic,,Miami Heat,,,,,FTX Arena,
Fri Jan 27 2023,8:00p,Cleveland Cavaliers,,Oklahoma City Thunder,,,,,Paycom Center,
Fri Jan 27 2023,10:00p,Toronto Raptors,,Golden State Warriors,,,,,Chase Center,
Sat Jan 28 2023,3:00p,Denver Nuggets,,Philadelphia 76ers,,,,,Wells Fargo Center,
Sat Jan 28 2023,5:30p,New York Knicks,,Brooklyn Nets,,,,,Barclays Center,
Sat Jan 28 2023,7:00p,Houston Rockets,,Detroit Pistons,,,,,Little Caesars Arena,
Sat Jan 28 2023,7:00p,Chicago Bulls,,Orlando Magic,,,,,Amway Center,
Sat Jan 28 2023,7:30p,Los Angeles Clippers,,Atlanta Hawks,,,,,State Farm Arena,
Sat Jan 28 2023,8:00p,Sacramento Kings,,Minnesota Timberwolves,,,,,Target Center,
Sat Jan 28 2023,8:00p,Washington Wizards,,New Orleans Pelicans,,,,,Smoothie King Center,
Sat Jan 28 2023,8:00p,Phoenix Suns,,San Antonio Spurs,,,,,AT&T Center,
Sat Jan 28 2023,8:30p,Los Angeles Lakers,,Boston Celtics,,,,,TD Garden,
Sat Jan 28 2023,9:00p,Dallas Mavericks,,Utah Jazz,,,,,Vivint Arena,
Sat Jan 28 2023,10:00p,Toronto Raptors,,Portland Trail Blazers,,,,,Moda Center,
Sun Jan 29 2023,1:00p,Miami Heat,,Charlotte Hornets,,,,,Spectrum Center,
Sun Jan 29 2023,6:00p,Indiana Pacers,,Memphis Grizzlies,,,,,FedEx Forum,
Sun Jan 29 2023,7:00p,Los Angeles Clippers,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Sun Jan 29 2023,8:00p,New Orleans Pelicans,,Milwaukee Bucks,,,,,Fiserv Forum,
Mon Jan 30 2023,7:00p,Orlando Magic,,Philadelphia 76ers,,,,,Wells Fargo Center,
Mon Jan 30 2023,7:30p,Los Angeles Lakers,,Brooklyn Nets,,,,,Barclays Center,
Mon Jan 30 2023,8:00p,Sacramento Kings,,Minnesota Timberwolves,,,,,Target Center,
Mon Jan 30 2023,8:00p,Golden State Warriors,,Oklahoma City Thunder,,,,,Paycom Center,
Mon Jan 30 2023,8:00p,Washington Wizards,,San Antonio Spurs,,,,,AT&T Center,
Mon Jan 30 2023,8:30p,Detroit Pistons,,Dallas Mavericks,,,,,American Airlines Center,
Mon Jan 30 2023,9:00p,Toronto Raptors,,Phoenix Suns,,,,,Footprint Center,
Mon Jan 30 2023,10:00p,Atlanta Hawks,,Portland Trail Blazers,,,,,Moda Center,
Tue Jan 31 2023,7:00p,Miami Heat,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Tue Jan 31 2023,7:30p,Los Angeles Lakers,,New York Knicks,,,,,Madison Square Garden (IV),
Tue Jan 31 2023,8:00p,Los Angeles Clippers,,Chicago Bulls,,,,,United Center,
Tue Jan 31 2023,8:00p,Charlotte Hornets,,Milwaukee Bucks,,,,,Fiserv Forum,
Tue Jan 31 2023,10:00p,New Orleans Pelicans,,Denver Nuggets,,,,,Ball Arena,
Wed Feb 1 2023,7:00p,Washington Wizards,,Detroit Pistons,,,,,Little Caesars Arena,
Wed Feb 1 2023,7:00p,Portland Trail Blazers,,Memphis Grizzlies,,,,,FedEx Forum,
Wed Feb 1 2023,7:00p,Orlando Magic,,Philadelphia 76ers,,,,,Wells Fargo Center,
Wed Feb 1 2023,7:30p,Brooklyn Nets,,Boston Celtics,,,,,TD Garden,
Wed Feb 1 2023,8:00p,Oklahoma City Thunder,,Houston Rockets,,,,,Toyota Center,
Wed Feb 1 2023,8:00p,Golden State Warriors,,Minnesota Timberwolves,,,,,Target Center,
Wed Feb 1 2023,8:00p,Sacramento Kings,,San Antonio Spurs,,,,,AT&T Center,
Wed Feb 1 2023,9:00p,Toronto Raptors,,Utah Jazz,,,,,Vivint Arena,
Wed Feb 1 2023,10:00p,Atlanta Hawks,,Phoenix Suns,,,,,Footprint Center,
Thu Feb 2 2023,7:00p,Los Angeles Lakers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Thu Feb 2 2023,7:30p,Memphis Grizzlies,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Thu Feb 2 2023,7:30p,Miami Heat,,New York Knicks,,,,,Madison Square Garden (IV),
Thu Feb 2 2023,8:00p,Charlotte Hornets,,Chicago Bulls,,,,,United Center,
Thu Feb 2 2023,8:30p,New Orleans Pelicans,,Dallas Mavericks,,,,,American Airlines Center,
Thu Feb 2 2023,9:00p,Golden State Warriors,,Denver Nuggets,,,,,Ball Arena,
Thu Feb 2 2023,10:00p,Los Angeles Clippers,,Milwaukee Bucks,,,,,Fiserv Forum,
Fri Feb 3 2023,7:00p,Charlotte Hornets,,Detroit Pistons,,,,,Little Caesars Arena,
Fri Feb 3 2023,7:00p,Sacramento Kings,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Fri Feb 3 2023,7:00p,Portland Trail Blazers,,Washington Wizards,,,,,Capital One Arena,
Fri Feb 3 2023,7:30p,Phoenix Suns,,Boston Celtics,,,,,TD Garden,
Fri Feb 3 2023,8:00p,Toronto Raptors,,Houston Rockets,,,,,Toyota Center,
Fri Feb 3 2023,8:00p,Orlando Magic,,Minnesota Timberwolves,,,,,Target Center,
Fri Feb 3 2023,8:00p,Philadelphia 76ers,,San Antonio Spurs,,,,,AT&T Center,
Fri Feb 3 2023,9:00p,Atlanta Hawks,,Utah Jazz,,,,,Vivint Arena,
Sat Feb 4 2023,6:00p,Washington Wizards,,Brooklyn Nets,,,,,Barclays Center,
Sat Feb 4 2023,7:00p,Phoenix Suns,,Detroit Pistons,,,,,Little Caesars Arena,
Sat Feb 4 2023,7:00p,Los Angeles Clippers,,New York Knicks,,,,,Madison Square Garden (IV),
Sat Feb 4 2023,8:00p,Portland Trail Blazers,,Chicago Bulls,,,,,United Center,
Sat Feb 4 2023,8:00p,Miami Heat,,Milwaukee Bucks,,,,,Fiserv Forum,
Sat Feb 4 2023,8:00p,Los Angeles Lakers,,New Orleans Pelicans,,,,,Smoothie King Center,
Sat Feb 4 2023,8:00p,Houston Rockets,,Oklahoma City Thunder,,,,,Paycom Center,
Sat Feb 4 2023,8:30p,Dallas Mavericks,,Golden State Warriors,,,,,Chase Center,
Sat Feb 4 2023,9:00p,Atlanta Hawks,,Denver Nuggets,,,,,Ball Arena,
Sun Feb 5 2023,1:00p,Orlando Magic,,Charlotte Hornets,,,,,Spectrum Center,
Sun Feb 5 2023,5:00p,Cleveland Cavaliers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Sun Feb 5 2023,6:00p,Toronto Raptors,,Memphis Grizzlies,,,,,FedEx Forum,
Sun Feb 5 2023,6:00p,Philadelphia 76ers,,New York Knicks,,,,,Madison Square Garden (IV),
Sun Feb 5 2023,7:00p,Denver Nuggets,,Minnesota Timberwolves,,,,,Target Center,
Sun Feb 5 2023,7:00p,Sacramento Kings,,New Orleans Pelicans,,,,,Smoothie King Center,
Mon Feb 6 2023,7:00p,Boston Celtics,,Detroit Pistons,,,,,Little Caesars Arena,
Mon Feb 6 2023,7:00p,Cleveland Cavaliers,,Washington Wizards,,,,,Capital One Arena,
Mon Feb 6 2023,7:30p,Los Angeles Clippers,,Brooklyn Nets,,,,,Barclays Center,
Mon Feb 6 2023,8:00p,San Antonio Spurs,,Chicago Bulls,,,,,United Center,
Mon Feb 6 2023,8:00p,Sacramento Kings,,Houston Rockets,,,,,Toyota Center,
Mon Feb 6 2023,9:00p,Dallas Mavericks,,Utah Jazz,,,,,Vivint Arena,
Mon Feb 6 2023,10:00p,Oklahoma City Thunder,,Golden State Warriors,,,,,Chase Center,
Mon Feb 6 2023,10:00p,Milwaukee Bucks,,Portland Trail Blazers,,,,,Moda Center,
Tue Feb 7 2023,7:00p,New York Knicks,,Orlando Magic,,,,,Amway Center,
Tue Feb 7 2023,7:30p,Phoenix Suns,,Brooklyn Nets,,,,,Barclays Center,
Tue Feb 7 2023,7:30p,Atlanta Hawks,,New Orleans Pelicans,,,,,Smoothie King Center,
Tue Feb 7 2023,8:00p,Chicago Bulls,,Memphis Grizzlies,,,,,FedEx Forum,
Tue Feb 7 2023,10:00p,Minnesota Timberwolves,,Denver Nuggets,,,,,Ball Arena,
Tue Feb 7 2023,10:30p,Oklahoma City Thunder,,Los Angeles Lakers,,,,,Crypto.com Arena,
Wed Feb 8 2023,7:00p,Detroit Pistons,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Wed Feb 8 2023,7:00p,Charlotte Hornets,,Washington Wizards,,,,,Capital One Arena,
Wed Feb 8 2023,7:30p,Philadelphia 76ers,,Boston Celtics,,,,,TD Garden,
